"","X","Participant","honesty_Q","totMturkStudies","totEconStudies","totPsychStudies","age","gender","education","income","Pol.Affil","threat1","threat2","Q1350","Q.B_P.status_1","Q.B_P.status_2","imp","Val","Condition","HH","EX","Att","NFC","ethnicity","group","n_trials","in_samples","out_samples","In.Est","Out.Est"
"882",882,"R_3qxGkdZddNXjPB7",4,"dont know","1","alot",68,0,1,2,6,5,6,5,30,61,"negOutgroup","neg",2,4.1,4.5,1,2.70588235294118,0,"rep",2,1,1,56,35
"883",883,"R_3QXI7H4PjIGcShI",6,"500","50","50",53,1,2,7,5,3,3,4,50,50,"negIngroup","neg",1,4.8,4.5,0,3.82352941176471,0,"rep",18,9,9,58,65
"884",884,"R_3r1gTmMSma18WGI",6,"80","20","60",55,0,4,2,7,1,1,1,NA,NA,"negOutgroup","neg",1,5.5,4.6,1,4.41176470588235,1,"rep",14,7,7,100,29
"885",885,"R_3R2VpTIb6STNw9v",5,"890","50","500",38,1,4,7,5,4,4,4,74,20,"posIngroup","pos",3,3.1,4.8,1,4.29411764705882,0,"rep",4,2,2,67,75
"886",886,"R_3Ra4KjS8vNLbt8Q",6,"100","5","3",28,0,3,1,6,2,1,5,79,61,"negOutgroup","neg",3,5.5,4.2,1,3.47058823529412,0,"rep",20,10,10,81,71
"887",887,"R_3Rl1SYCo1G7c8UN",7,"40045","10000","15000",70,0,1,1,7,1,4,5,60,66,"negIngroup","neg",3,4.9,3.4,0,1.29411764705882,0,"rep",3,2,1,66,64
"888",888,"R_3rNw47Qv4VOn6FH",7,"9870","1500","2500",24,0,5,6,7,3,3,2,59,52,"posOutgroup","pos",2,5.7,5.4,0,4.41176470588235,0,"rep",7,4,3,51,72
"889",889,"R_3RwmTu4YH7XOU6t",7,"1400","200","1000",29,1,4,7,5,5,4,5,70,70,"posOutgroup","pos",2,4.9,4.3,0,4.76470588235294,0,"rep",20,11,9,68,63
"890",890,"R_3RxZqBapRkIFRF3",6,"32600","12000","18000",48,0,2,5,5,2,2,5,40,60,"posOutgroup","pos",3,5.6,6.2,0,4.76470588235294,0,"rep",3,2,1,85,55
"891",891,"R_40o4qtXfck9drwd",2,NA,NA,NA,NA,NA,4,5,5,5,4,4,40,70,"posOutgroup","pos",3,5.1,5.4,2,3.94117647058824,0,"rep",1,0,1,58,55
"892",892,"R_4NjrMyEU97yPfpL",6,"300","15","20",26,1,4,5,7,6,6,7,51,100,"posIngroup","pos",2,3.4,4.6,0,4,1,"rep",24,15,9,50,62
"893",893,"R_5jQ6xLSeXbnTjoJ",7,"4500","100","3000",28,1,1,7,7,1,7,7,0,100,"posIngroup","pos",1,6.4,5.2,1,4.05882352941176,0,"rep",3,2,1,75,69
"894",894,"R_6R8XIxsGpF37eRX",6,"159","5","10",49,0,4,7,5,3,2,5,48,61,"posIngroup","pos",1,3.8,NA,1,4.23529411764706,0,"rep",13,7,6,74,58
"895",895,"R_6wYX9qkCaPxmx9L",5,"2500","15","300",39,0,4,7,6,2,3,5,15,80,"negIngroup","neg",2,5,3.7,1,3.70588235294118,0,"rep",7,4,3,67,67
"896",896,"R_6zd5nwu1KTlCEHn",7,"1000","15","10",42,0,5,2,6,6,7,7,89,13,"negOutgroup","neg",1,5.3,5.7,2,3.52941176470588,1,"rep",10,5,5,77,65
"897",897,"R_7X1EFV5WVfx0081",5,"3500","200","1000",37,0,5,7,6,3,4,7,40,70,"negOutgroup","neg",2,4.2,NA,1,3.82352941176471,0,"rep",9,4,5,65,65
"898",898,"R_81ipluMOaprrMGZ",6,"1800","500","500",29,1,5,2,6,5,5,4,59,59,"posOutgroup","pos",2,5,3.7,1,3.64705882352941,0,"rep",2,1,1,67,70
"899",899,"R_823AF2LXi51PAB3",7,"3500","500","300",39,1,4,7,5,3,2,6,55,40,"negOutgroup","neg",2,4.8,4,0,4.11764705882353,1,"rep",6,3,3,78,76
"900",900,"R_86dbiBsqPNll0tj",7,"100","6","10",27,1,2,0,7,2,4,7,72,36,"negOutgroup","neg",1,5.2,3.5,0,3.35294117647059,1,"rep",6,3,3,64,78
"901",901,"R_8bLYxFH739bpEnD",6,"9000","500","500",28,0,1,6,6,4,3,2,50,55,"negIngroup","neg",2,4.6,5,1,2.64705882352941,0,"rep",2,2,0,50,65
"902",902,"R_8jCuS2qkAavF0sN",7,"100000","30","200",45,1,4,2,5,4,4,4,51,51,"negOutgroup","neg",2,5.7,4.5,0,3.70588235294118,0,"rep",9,4,5,55,54
"903",903,"R_8v41PpjZ1V0VkpH",6,"1236","2","50",31,0,2,5,5,1,1,5,70,75,"negIngroup","neg",1,5.7,5.5,0,4.47058823529412,0,"rep",4,2,2,55,60
"904",904,"R_8vN4LtEZ9zR49Md",2,"7","6","8",23,0,4,7,5,5,4,5,68,85,"posIngroup","pos",1,4.1,4,1,2.94117647058824,0,"rep",11,6,5,70,61
"905",905,"R_9B7B1X1tOzM5y5H",6,"920","100","50",30,1,4,7,5,6,5,5,72,56,"negIngroup","neg",1,4.2,4.1,2,2.82352941176471,0,"rep",4,0,4,59,76
"906",906,"R_9Bl4jB0KcIJLCox",5,"50","5","4",60,0,4,0,6,4,3,5,30,70,"negIngroup","neg",1,4.7,3.8,0,2.47058823529412,0,"rep",21,10,11,66,68
"907",907,"R_9BNnJgife1xgcbn",7,"10600","2000","5500",72,0,1,2,7,1,1,7,73,61,"negOutgroup","neg",2,3.6,5.9,1,3.94117647058824,0,"rep",6,3,3,68,65
"908",908,"R_9pDoY0bVciUDz9v",6,"14000","200","1200",37,0,4,5,6,1,1,5,45,55,"posIngroup","pos",3,4.5,4.1,0,2.82352941176471,0,"rep",2,1,1,68,61
"909",909,"R_9RBlx1Gc08vRT57",5,"1000","10","10",49,0,3,7,6,4,4,5,41,63,"negOutgroup","neg",2,4.9,5.1,1,3.58823529411765,0,"rep",12,6,6,60,81
"910",910,"R_A1M7zfXwDcNvrzz",6,"1000","50","300",24,0,4,2,5,3,4,6,63,29,"negOutgroup","neg",1,3.3,1.7,0,2.23529411764706,0,"rep",12,6,6,55,64
"911",911,"R_AFdMLOXxjYz6qSB",3,"4500","1000","1000",30,1,6,7,5,4,5,6,79,54,"negIngroup","neg",1,4.1,4.2,1,3.47058823529412,0,"rep",10,4,6,66,60
"912",912,"R_AGqhPJWzGh7A2Wt",7,"11000","100","5000",30,0,4,7,5,5,5,4,56,58,"posOutgroup","pos",1,4.3,3.2,0,3.64705882352941,1,"rep",11,6,5,66,70
"913",913,"R_AgrIP3LkVbcV16h",6,"10","not sure, maybe 3","2",65,0,2,6,5,3,3,6,90,90,"posIngroup","pos",2,5.4,4.9,0,3.70588235294118,0,"rep",4,2,2,81,65
"914",914,"R_AgtCWnS2QicwOWd",7,"4500","1000","3000",28,1,1,7,7,1,1,7,0,100,"negOutgroup","neg",3,5.8,4.6,1,4.05882352941176,0,"rep",20,10,10,75,61
"915",915,"R_ALm6sVyXNGkonND",3,"50","5","8",37,1,4,5,6,5,6,5,30,77,"negIngroup","neg",1,4.1,3.7,2,3.35294117647059,0,"rep",2,0,2,76,35
"916",916,"R_AmozzmiUAKTM68F",4,"12600","6000","6000",36,0,4,4,6,5,1,4,51,51,"posIngroup","pos",1,4.7,4,0,2.94117647058824,0,"rep",16,5,11,70,66
"917",917,"R_An6LYtvrLaaVRrH",6,"7700","225","2700",40,0,2,3,6,4,4,3,46,66,"negOutgroup","neg",1,4.6,2.9,0,4.29411764705882,0,"rep",42,21,21,69,67
"918",918,"R_AunyPjIPEAViIMh",4,"300","75","75",41,0,5,5,7,4,3,4,19,90,"negOutgroup","neg",1,4.1,4.1,2,2.76470588235294,0,"rep",37,20,17,64,39
"919",919,"R_Avb2QTavkeZeZSV",6,"500","50","200",27,1,2,7,5,3,3,5,35,60,"posOutgroup","pos",1,3.3,4,1,4.05882352941176,0,"rep",2,1,1,58,75
"920",920,"R_BM3IslxUDXHeoyB",2,"11","8","9",27,1,4,5,6,5,6,5,68,76,"posOutgroup","pos",1,4.7,4.1,2,2.52941176470588,0,"rep",5,2,3,49,51
"921",921,"R_brx9nlhoBVzVpXH",6,"900","15","40",24,1,3,7,5,5,5,5,82,70,"posOutgroup","pos",1,4.2,4.8,1,3.11764705882353,0,"rep",5,3,2,71,64
"922",922,"R_C3VZbEXUZFcuQrn",5,"3200","125","800",67,0,3,6,6,2,2,3,60,40,"posOutgroup","pos",3,4.3,6.4,1,3.82352941176471,0,"rep",6,3,3,72,60
"923",923,"R_C7AZYPmDuGvVcCl",7,"340","25","70",41,1,2,6,7,1,1,6,92,44,"negIngroup","neg",1,4.4,5.2,0,3.47058823529412,0,"rep",14,7,7,74,50
"924",924,"R_CaGeUKyAyOuLd29",6,"300","20","10",26,1,5,3,5,5,6,5,70,85,"posIngroup","pos",2,4,5.5,1,3.82352941176471,0,"rep",2,0,2,70,65
"925",925,"R_CkpIaYwqodO4inD",7,"2500","300","500",28,1,4,3,7,7,6,6,69,52,"negOutgroup","neg",3,4.6,4.7,1,2.47058823529412,0,"rep",15,8,7,47,69
"926",926,"R_cNokyvqAK1RMWOJ",4,"5,222","100","200",32,0,4,7,6,4,3,4,70,31,"posOutgroup","pos",2,4.2,NA,2,2.94117647058824,0,"rep",3,1,2,80,59
"928",928,"R_cUDBKiA2LrWtYOZ",1,"100","25","75",45,0,2,3,5,2,4,5,26,91,"negOutgroup","neg",3,5.2,2.4,0,2.47058823529412,0,"rep",6,3,3,76,62
"929",929,"R_cw2iSr5aZGB0FyN",3,"725","90","144",29,1,4,4,7,6,5,6,66,79,"posOutgroup","pos",2,3.9,4.9,1,NA,0,"rep",33,16,17,80,61
"930",930,"R_daN5qIbD93aUxHP",7,"2800","35","1000",46,0,4,3,5,3,1,6,91,76,"negOutgroup","neg",3,5.5,2.4,0,2.64705882352941,0,"rep",10,5,5,74,64
"931",931,"R_dfZmSmrf8fJCsb7",7,"12000","100","100",40,0,5,7,6,1,1,7,51,62,"posOutgroup","pos",3,5.4,3.4,1,3.94117647058824,0,"rep",6,3,3,82,48
"932",932,"R_DHwCSBtARADjwCl",5,"160","10","10",34,1,4,5,7,3,2,5,65,80,"posIngroup","pos",1,3.3,3.6,0,4.35294117647059,0,"rep",2,2,0,64,50
"933",933,"R_DMfnoVqyqLqg5vb",7,"2200","300","450",57,0,2,1,5,5,4,5,39,61,"posIngroup","pos",3,4.8,5,0,3.35294117647059,0,"rep",6,1,5,75,66
"934",934,"R_Dorco2FQgJ7VAbv",5,"2000","500","1000",67,0,4,2,5,4,4,5,50,50,"posOutgroup","pos",3,5.5,4.4,1,3.41176470588235,0,"rep",2,1,1,76,67
"935",935,"R_DtO714SEEpvmBrz",5,"3500","100","10",28,0,2,4,7,1,1,6,64,39,"posOutgroup","pos",1,5.6,2.8,0,2,1,"rep",12,12,0,50,61
"936",936,"R_DTP3eSlzxX26ALv",6,"3200","425","650",67,0,3,6,6,2,1,6,30,60,"negIngroup","neg",2,3.7,5.8,1,NA,0,"rep",10,5,5,69,65
"937",937,"R_DuUTWc9xIOYdwpX",6,"200","3","10",43,0,4,3,6,3,3,3,85,86,"posIngroup","pos",3,5.8,3.5,0,3.64705882352941,0,"rep",6,3,3,58,68
"938",938,"R_eXlW8jJs6VcRXcl",5,"5000","25","100",37,0,4,7,5,4,4,3,71,81,"negIngroup","neg",3,3.7,3.4,0,2.52941176470588,0,"rep",13,6,7,55,65
"939",939,"R_NWLKclWwx7VKI93",6,"30","20","10",28,1,4,6,6,6,5,6,76,86,"posOutgroup","pos",2,4,4.3,1,2.64705882352941,0,"rep",14,7,7,72,63
"940",940,"R_O40syOHK7zNSRnX",6,"1250","25","250",25,1,4,7,5,5,2,6,51,40,"posOutgroup","pos",3,4.8,4.9,1,3.76470588235294,0,"rep",2,1,1,73,54
"941",941,"R_OeBi2NW4mfyM00x",5,"300","20","50",31,1,4,7,6,5,5,4,52,76,"negOutgroup","neg",1,3.8,4.1,1,2.23529411764706,0,"rep",13,7,6,62,56
"942",942,"R_OsfHM88Tii3lMyt",3,"1000","3","4",48,1,5,2,5,4,4,4,35,46,"negIngroup","neg",1,4.2,4.3,1,3,0,"rep",20,19,1,74,69
"944",944,"R_phoZzf4mcRHZ3d7",5,"6","6","6",27,0,4,2,6,6,5,6,92,95,"posIngroup","pos",2,4.6,4,1,2.88235294117647,0,"rep",4,2,2,98,98
"945",945,"R_puTvij7wnEw4tKF",7,"2200","300","980",57,0,2,1,5,3,4,6,70,89,"posOutgroup","pos",3,4.4,4.7,0,2.47058823529412,0,"rep",3,2,1,76,72
"946",946,"R_PvSnTMGyhrhCeyJ",6,"409","260","100",29,1,4,2,5,4,6,5,60,80,"negIngroup","neg",3,3.3,4.2,1,3,0,"rep",5,3,2,76,56
"947",947,"R_PzyPJSqDyjWUdDX",5,"600","299","199",83,0,2,5,5,4,4,5,51,71,"negIngroup","neg",1,5.3,5.6,1,4.23529411764706,1,"rep",3,2,1,65,67
"948",948,"R_qCxFsZuAr3zgHaV",6,"19","3","5",21,0,3,4,5,6,5,5,93,75,"posOutgroup","pos",1,4.4,4.4,2,2.94117647058824,0,"rep",1,1,0,65,64
"949",949,"R_RetiwOtQxo6kBfH",4,"1000","?","?",30,0,4,6,6,2,2,4,45,50,"posOutgroup","pos",2,4.5,NA,0,2.41176470588235,0,"rep",6,3,3,69,64
"950",950,"R_Rkt5PcNblzZGbOV",6,"300","50","25",34,1,4,7,5,5,3,3,53,72,"posIngroup","pos",3,3.6,4.4,1,2.94117647058824,0,"rep",9,5,4,70,62
"951",951,"R_RxEQYgV5WJ944Hn",5,"100","50","50",25,1,4,7,7,6,5,6,67,61,"negOutgroup","neg",2,4.2,3.8,2,3,0,"rep",13,7,6,41,25
"952",952,"R_SCdCNWQ3JNSpI1X",7,"1900","50","80",54,1,4,7,6,1,1,7,50,50,"posIngroup","pos",3,5.2,4.7,0,3.76470588235294,0,"rep",8,4,4,67,58
"953",953,"R_se5cQrR6GZaB0VX",7,"5000","500","4500",28,1,1,7,7,7,7,7,66,100,"posOutgroup","pos",3,5.2,5,0,4.05882352941176,0,"rep",16,8,8,75,44
"954",954,"R_sF12D1fBSzk3ANH",7,"1000","10","10",31,0,3,6,5,3,3,5,22,66,"negOutgroup","neg",2,4.4,4.4,0,4.11764705882353,0,"rep",2,1,1,76,55
"955",955,"R_SNU4gy7TwrD36Ap",5,"25462","1000","1000",36,0,4,7,6,1,1,7,45,54,"posIngroup","pos",3,4.4,2.5,0,NA,0,"rep",7,0,7,55,55
"956",956,"R_tFAhCShE7G26kHT",7,"4","1","1",66,0,2,6,7,1,1,7,2,100,"negIngroup","neg",1,3,6.7,0,4.76470588235294,0,"rep",9,5,4,91,40
"957",957,"R_tGNUAz4G8E7MdWN",6,"1700","25","15",30,1,4,7,5,6,6,6,83,69,"posIngroup","pos",3,4.2,3.7,1,3.05882352941176,0,"rep",2,0,2,68,85
"958",958,"R_Todyx8WyV6BuCZz",6,"121000","280","2100",31,0,4,2,5,6,5,1,58,80,"negIngroup","neg",2,4.7,6.3,0,1.70588235294118,0,"rep",8,5,3,57,70
"959",959,"R_TuTCCDQUsiNDJW9",7,"6","2","0",42,0,4,7,6,5,5,5,64,88,"posIngroup","pos",3,5.2,4.2,1,1.88235294117647,1,"rep",4,0,4,67,78
"960",960,"R_tY6KplV7g4oLgWd",6,"2100","150","20",66,1,1,7,6,4,3,5,50,50,"posIngroup","pos",2,4.7,5.7,0,4.17647058823529,0,"rep",6,3,3,61,72
"961",961,"R_tYbjL7jSoVoH8hr",6,"150","2","2",25,0,6,7,6,5,7,5,66,79,"posIngroup","pos",1,4,4.4,1,2.58823529411765,0,"rep",10,5,5,76,76
"962",962,"R_UauCQY1mCinodWN",5,"5","4","3",27,0,4,5,6,6,5,6,68,79,"negOutgroup","neg",1,4.5,4.9,1,2.88235294117647,0,"rep",8,4,4,67,76
"963",963,"R_ue7HVDllR7iKjqV",7,"650","15","10",38,1,1,3,7,4,3,6,80,75,"posOutgroup","pos",2,4.1,5.1,0,3.41176470588235,0,"rep",8,4,4,60,55
"964",964,"R_uey49XDgA3e3CCJ",5,"1200","50","250",58,1,2,2,6,1,4,5,60,40,"posOutgroup","pos",2,4.3,4.7,1,3.82352941176471,0,"rep",14,7,7,65,64
"965",965,"R_ufyDbaL2zi9vwQN",6,"2780","3","100",31,1,3,2,7,6,5,6,11,90,"negOutgroup","neg",1,NA,3.9,2,3.17647058823529,0,"rep",6,3,3,88,31
"966",966,"R_UJwIhzMzChQat8J",5,"52671","3000","6000",38,1,2,2,6,2,3,6,60,40,"posOutgroup","pos",1,4.7,3.1,1,3.41176470588235,1,"rep",27,8,19,54,66
"967",967,"R_vdw6hOI79dcVjFf",7,"2300","500","500",33,1,4,7,5,7,7,5,72,58,"posOutgroup","pos",2,4.8,6.3,1,2.88235294117647,0,"rep",6,4,2,64,70
"968",968,"R_vJ2FKmxNjrA63e1",7,"1000","75","100",28,1,4,5,5,3,4,4,90,70,"posIngroup","pos",1,4.6,3.3,1,3.76470588235294,0,"rep",6,6,0,70,75
"969",969,"R_VPakCMvItzIqsJX",5,"790","10","20",56,1,1,7,5,5,4,4,52,53,"posOutgroup","pos",2,4.4,4.3,0,3.41176470588235,0,"rep",10,5,5,74,55
"970",970,"R_VU5MJro1UhR3zy1",2,"2500","500","1500",38,1,5,7,6,1,2,6,59,39,"posOutgroup","pos",2,4.5,4.4,0,3.88235294117647,0,"rep",3,2,1,53,65
"972",972,"R_W3bZmlrCUIO9oaZ",5,"14000","5","5",34,0,4,7,6,2,3,4,29,87,"negOutgroup","neg",3,2.2,5.1,1,2,0,"rep",8,4,4,48,84
"973",973,"R_W7NwB63X2fbUfp7",6,"30","20","10",28,0,4,7,6,5,6,6,66,85,"posOutgroup","pos",3,4.7,5,2,2.58823529411765,0,"rep",2,1,1,67,50
"974",974,"R_WprJpihHOZCacYV",4,"8460","7000","8400",36,0,2,0,5,1,1,6,24,100,"posOutgroup","pos",3,4,4.1,2,2.76470588235294,0,"rep",7,0,7,98,18
"975",975,"R_wTAl4aAAHcNws2B",6,"900","15","40",24,1,3,7,5,5,5,5,68,61,"posIngroup","pos",1,4.1,5,1,3.35294117647059,0,"rep",3,0,3,53,63
"976",976,"R_wUkb391jygLK3V7",6,"100","6","20",42,1,2,7,5,5,2,5,39,67,"negOutgroup","neg",1,4.7,4.2,1,3.94117647058824,0,"rep",4,2,2,63,65
"977",977,"R_x3YnPVDDKLqxs0V",5,"50","10","20",18,0,2,2,6,4,3,6,42,64,"negOutgroup","neg",1,4.6,4.4,1,3.47058823529412,0,"rep",4,2,2,58,69
"978",978,"R_xA89sNKnDTdcdup",5,"700","150","50",26,1,7,7,6,4,1,4,50,50,"posOutgroup","pos",2,2.8,5,1,3.94117647058824,1,"rep",3,3,0,70,61
"979",979,"R_xAfO7sxWCbobRlL",6,"100","20","15",35,0,2,6,6,2,3,6,39,67,"negOutgroup","neg",3,4.2,4.4,1,2.47058823529412,0,"rep",3,2,1,65,61
"980",980,"R_XAPby3KFnVysTFT",7,"50?","A couple","Several",45,0,3,1,5,6,6,7,51,80,"negOutgroup","neg",1,5.6,5.5,0,4.11764705882353,0,"rep",4,3,1,56,71
"981",981,"R_XBr9EaOFAtCUNO1",6,"7900","2000","2000",33,1,2,5,6,2,2,5,33,64,"posIngroup","pos",1,4.2,3.1,1,2.23529411764706,0,"rep",3,0,3,80,70
"982",982,"R_xfiMV6efADgbR9n",5,"2500","400","600",28,1,4,3,6,6,5,6,72,51,"negOutgroup","neg",2,4.2,4.2,1,2.70588235294118,0,"rep",5,3,2,47,64
"983",983,"R_xFMr26xnyk3oAbT",6,"30","20","10",27,0,4,6,5,5,6,6,86,91,"negOutgroup","neg",3,4.4,4.5,2,2.82352941176471,0,"rep",7,3,4,82,67
"984",984,"R_xi4dBWBECb7EhfH",7,"20","2","3",29,1,4,7,5,4,4,6,57,70,"posOutgroup","pos",1,4.8,4.9,1,3.47058823529412,0,"rep",3,2,1,65,77
"985",985,"R_Xqha1tdmFgZMmmB",5,"3700","500","500",45,1,6,7,7,1,1,7,0,100,"posOutgroup","pos",2,4.1,4.7,1,4,0,"rep",11,5,6,80,71
"986",986,"R_xryB4gXuXxFbbP3",7,"1000","300","500",28,1,4,3,7,7,7,6,48,82,"negOutgroup","neg",2,4.5,3.5,1,2.29411764705882,0,"rep",6,3,3,86,54
"987",987,"R_xxYW5Ouh7YXwu65",6,"53","4","7",31,0,2,5,5,4,4,2,72,72,"negOutgroup","neg",3,4.9,4.7,1,2.88235294117647,0,"rep",10,5,5,64,73
"988",988,"R_YaHQbp1rp88iPwB",6,"600","30","20",26,0,1,3,5,2,3,3,41,60,"negIngroup","neg",3,4.4,3.5,1,2.23529411764706,0,"rep",8,4,4,70,37
"989",989,"R_yBIjkVmLHhdWfsZ",5,"600","2","3",23,0,3,3,5,3,3,5,39,90,"negIngroup","neg",1,4.7,5,1,3.35294117647059,1,"rep",6,3,3,84,50
"990",990,"R_yQM0aV2Z3nb9lOF",6,"106","3","5",57,1,1,2,6,3,3,4,67,31,"posIngroup","pos",1,4.6,3.7,1,3.70588235294118,0,"rep",5,3,2,58,71
"991",991,"R_YRiHxRuBaQBTsbL",4,"11000","1000","1000",34,1,4,5,6,1,1,7,60,40,"negIngroup","neg",3,4.3,3.5,1,4.47058823529412,0,"rep",8,4,4,61,63
"992",992,"R_YYYjxKUSAFI5Idj",6,"3000","10","10",53,0,2,7,7,2,2,7,71,70,"posIngroup","pos",1,3.9,3.6,0,2.41176470588235,0,"rep",2,2,0,56,66
"993",993,"R_z7llE1fbooX9fhv",7,"100","0","10",34,0,4,7,6,4,4,4,35,76,"negIngroup","neg",2,2.9,5.1,1,3.11764705882353,0,"rep",14,10,4,77,75
"994",994,"R_ZF43c8XNSqwPZhD",7,"500","50","50",56,0,0,1,7,7,7,2,100,47,"posIngroup","pos",1,5.8,4.6,1,2.88235294117647,1,"rep",5,0,5,96,80
"995",995,"R_ZkODjMub8pQkg0x",6,"506","1","3",30,0,3,7,6,4,4,5,50,50,"negIngroup","neg",3,4.6,2.6,1,2.41176470588235,0,"rep",6,3,3,50,50
"996",996,"R_ZlcQNBDiShEz1U5",5,"100","30","20",35,1,1,7,6,3,3,6,40,100,"posIngroup","pos",1,5,5.8,1,3.82352941176471,0,"rep",3,1,2,65,68
"997",997,"R_Zt61LpceTEcsVfX",6,"400","300","100",31,0,2,4,6,1,1,7,0,92,"negIngroup","neg",3,4.7,4,2,NA,0,"rep",5,5,0,65,68
